"filename", "language", "JSON", "YAML", "XML", "TypeScript JSX", "HTML", "C++", "CMake", "Markdown", "Swift", "Ruby", "Dart", "Properties", "comment", "blank", "total"
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/flutter/generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/flutter/generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 6, 25
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 7, 41
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 7, 16, 72
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/flutter_window.h", "C++", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/main.cpp", "C++", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 0, 0, 4, 10, 44
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/resource.h", "C++", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/utils.cpp", "C++", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 2, 10, 66
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/utils.h", "C++", 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/win32_window.cpp", "C++", 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 0, 0, 24, 55, 289
"/Users/tjarkgomolla/Development/Flutter/pixel_quest/windows/runner/win32_window.h", "C++", 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 331, 96, 6814, 4, 19, 547, 463, 127, 59, 63, 12199, 8, 3020, 3155, 26905
